CODI_PROVINCIA,PROVINCIA,CODI_MUNICIPI,MUNICIPI,ESTACIO,CODI_CONTAMINANT,ANY,MES,DIA,H01,V01,H02,V02,H03,V03,H04,V04,H05,V05,H06,V06,H07,V07,H08,V08,H09,V09,H10,V10,H11,V11,H12,V12,H13,V13,H14,V14,H15,V15,H16,V16,H17,V17,H18,V18,H19,V19,H20,V20,H21,V21,H22,V22,H23,V23,H24,V24
08,Barcelona,019,Barcelona,004,7,2022,4,4,1,V,2,V,1,V,1,V,1,V,1,V,5,V,11,V,18,V,28,V,22,V,15,V,5,V,2,V,2,V,2,V,2,V,2,V,2,V,1,V,1,V,1,V,1,V,1,V
08,Barcelona,019,Barcelona,004,7,2022,4,5,1,V,2,V,1,V,1,V,1,V,1,V,3,V,24,V,42,V,47,V,25,V,8,V,5,V,3,V,2,V,2,V,2,V,2,V,2,V,1,V,1,V,1,V,1,V,1,V
08,Barcelona,019,Barcelona,004,7,2022,4,6,1,V,3,V,1,V,1,V,1,V,2,V,2,V,25,V,51,V,39,V,35,V,37,V,19,V,9,V,3,V,3,V,2,V,3,V,2,V,3,V,6,V,2,V,1,V,3,V
08,Barcelona,019,Barcelona,004,7,2022,4,7,6,V,5,V,10,V,3,V,1,V,2,V,5,V,29,V,80,V,63,V,8,V,12,V,18,V,19,V,8,V,4,V,5,V,,N,,N,,N,,N,,N,,N,,N
08,Barcelona,019,Barcelona,042,7,2022,4,4,1,V,1,V,1,V,1,V,1,V,1,V,1,V,3,V,8,V,6,V,5,V,4,V,4,V,4,V,2,V,2,V,2,V,2,V,1,V,1,V,1,V,1,V,2,V,1,V
08,Barcelona,019,Barcelona,042,7,2022,4,5,3,V,1,V,1,V,2,V,1,V,1,V,2,V,21,V,42,V,20,V,17,V,15,V,6,V,6,V,4,V,3,V,2,V,2,V,2,V,2,V,1,V,1,V,1,V,1,V
08,Barcelona,019,Barcelona,042,7,2022,4,6,1,V,1,V,1,V,1,V,1,V,1,V,1,V,4,V,18,V,14,V,9,V,6,V,8,V,4,V,3,V,2,V,2,V,3,V,1,V,1,V,1,V,1,V,1,V,1,V
08,Barcelona,019,Barcelona,042,7,2022,4,7,1,V,1,V,1,V,1,V,1,V,2,V,2,V,11,V,21,V,17,V,3,V,6,V,9,V,4,V,3,V,2,V,2,V,,N,,N,,N,,N,,N,,N,,N
08,Barcelona,019,Barcelona,054,7,2022,4,4,8,V,1,V,1,V,1,V,1,V,1,V,2,V,6,V,5,V,5,V,7,V,3,V,2,V,3,V,2,V,2,V,1,V,1,V,1,V,1,V,1,V,2,V,2,V,1,V
08,Barcelona,019,Barcelona,054,7,2022,4,5,1,V,1,V,1,V,1,V,1,V,1,V,2,V,2,V,44,V,5,V,5,V,2,V,3,V,3,V,1,V,1,V,1,V,1,V,1,V,1,V,1,V,1,V,1,V,4,V
08,Barcelona,019,Barcelona,054,7,2022,4,6,1,V,1,V,1,V,1,V,1,V,1,V,1,V,20,V,49,V,19,V,5,V,21,V,5,V,3,V,2,V,2,V,1,V,1,V,1,V,1,V,1,V,1,V,2,V,2,V
08,Barcelona,019,Barcelona,054,7,2022,4,7,3,V,2,V,7,V,5,V,1,V,1,V,1,V,6,V,22,V,3,V,3,V,4,V,9,V,4,V,2,V,1,V,1,V,,N,,N,,N,,N,,N,,N,,N
08,Barcelona,019,Barcelona,050,8,2022,4,4,25,V,27,V,26,V,25,V,22,V,26,V,24,V,43,V,53,V,49,V,46,V,28,V,15,V,11,V,7,V,7,V,8,V,7,V,7,V,6,V,5,V,6,V,16,V,21,V
08,Barcelona,019,Barcelona,050,8,2022,4,5,45,V,47,V,30,V,28,V,23,V,22,V,31,V,76,V,87,V,70,V,47,V,37,V,21,V,11,V,7,V,9,V,6,V,6,V,5,V,20,V,26,V,27,V,30,V,22,V
08,Barcelona,019,Barcelona,050,8,2022,4,6,29,V,34,V,39,V,44,V,49,V,46,V,47,V,70,V,83,V,103,V,109,V,91,V,65,V,34,V,39,V,28,V,21,V,29,V,56,V,66,V,98,V,41,V,44,V,90,V
08,Barcelona,019,Barcelona,050,8,2022,4,7,79,V,36,V,50,V,63,V,57,V,49,V,53,V,58,V,74,V,33,V,16,V,46,V,67,V,64,V,31,V,27,V,23,V,,N,,N,,N,,N,,N,,N,,N
08,Barcelona,019,Barcelona,043,8,2022,4,4,38,V,34,V,36,V,19,V,19,V,24,V,34,V,63,V,76,V,60,V,50,V,31,V,30,V,26,V,22,V,23,V,27,V,30,V,29,V,35,V,35,V,41,V,50,V,47,V
08,Barcelona,019,Barcelona,043,8,2022,4,5,51,V,39,V,30,V,31,V,32,V,54,V,90,V,98,V,109,V,89,V,54,V,59,V,55,V,42,V,33,V,33,V,30,V,33,V,35,V,71,V,65,V,55,V,29,V,28,V
08,Barcelona,019,Barcelona,043,8,2022,4,6,32,V,39,V,46,V,33,V,25,V,22,V,61,V,95,V,93,V,96,V,89,V,75,V,79,V,55,V,51,V,35,V,40,V,34,V,48,V,46,V,47,V,60,V,80,V,90,V
08,Barcelona,019,Barcelona,043,8,2022,4,7,52,V,43,V,49,V,83,V,78,V,73,V,72,V,81,V,78,V,61,V,34,V,33,V,48,V,42,V,31,V,24,V,27,V,,N,,N,,N,,N,,N,,N,,N
08,Barcelona,019,Barcelona,044,8,2022,4,4,41,V,30,V,21,V,18,V,17,V,24,V,27,V,40,V,99,V,78,V,,N,,N,,N,,N,,N,,N,28,V,25,V,24,V,24,V,18,V,29,V,46,V,39,V
08,Barcelona,019,Barcelona,044,8,2022,4,5,38,V,28,V,20,V,19,V,18,V,21,V,46,V,83,V,110,V,56,V,40,V,60,V,47,V,34,V,23,V,24,V,24,V,23,V,29,V,53,V,70,V,55,V,34,V,29,V
08,Barcelona,019,Barcelona,044,8,2022,4,6,42,V,33,V,42,V,44,V,61,V,57,V,65,V,78,V,84,V,96,V,100,V,83,V,61,V,41,V,34,V,27,V,32,V,30,V,41,V,36,V,45,V,61,V,53,V,53,V
08,Barcelona,019,Barcelona,044,8,2022,4,7,49,V,34,V,49,V,66,V,53,V,59,V,61,V,75,V,51,V,37,V,21,V,34,V,41,V,38,V,28,V,27,V,24,V,,N,,N,,N,,N,,N,,N,,N
08,Barcelona,019,Barcelona,058,8,2022,4,4,3,V,7,V,3,V,3,V,2,V,3,V,3,V,4,V,3,V,5,V,7,V,6,V,6,V,11,V,11,V,8,V,7,V,7,V,8,V,6,V,8,V,10,V,7,V,9,V
08,Barcelona,019,Barcelona,058,8,2022,4,5,6,V,4,V,3,V,3,V,3,V,4,V,4,V,3,V,3,V,5,V,5,V,7,V,12,V,12,V,8,V,10,V,9,V,7,V,10,V,20,V,30,V,21,V,11,V,10,V
08,Barcelona,019,Barcelona,058,8,2022,4,6,5,V,19,V,7,V,4,V,4,V,4,V,6,V,8,V,7,V,,N,,N,,N,31,V,22,V,17,V,11,V,9,V,7,V,8,V,15,V,18,V,8,V,6,V,4,V
08,Barcelona,019,Barcelona,058,8,2022,4,7,5,V,5,V,8,V,9,V,4,V,3,V,3,V,4,V,4,V,5,V,4,V,11,V,18,V,13,V,6,V,3,V,7,V,,N,,N,,N,,N,,N,,N,,N
08,Barcelona,019,Barcelona,057,8,2022,4,4,27,V,21,V,10,V,9,V,11,V,18,V,13,V,40,V,60,V,33,V,17,V,9,V,8,V,14,V,11,V,11,V,8,V,7,V,8,V,11,V,14,V,19,V,24,V,33,V
08,Barcelona,019,Barcelona,057,8,2022,4,5,23,V,12,V,8,V,8,V,7,V,6,V,11,V,31,V,89,V,19,V,45,V,42,V,23,V,19,V,16,V,16,V,11,V,13,V,19,V,26,V,35,V,32,V,24,V,16,V
08,Barcelona,019,Barcelona,057,8,2022,4,6,23,V,39,V,36,V,28,V,15,V,9,V,15,V,63,V,60,V,50,V,44,V,28,V,,N,,N,,N,,N,9,V,10,V,13,V,19,V,35,V,48,V,40,V,51,V
08,Barcelona,019,Barcelona,057,8,2022,4,7,66,V,64,V,32,V,29,V,27,V,27,V,24,V,38,V,43,V,10,V,9,V,16,V,22,V,13,V,11,V,6,V,12,V,,N,,N,,N,,N,,N,,N,,N
08,Barcelona,019,Barcelona,004,8,2022,4,4,36,V,26,V,25,V,30,V,24,V,32,V,47,V,53,V,54,V,56,V,52,V,36,V,16,V,10,V,10,V,10,V,8,V,8,V,11,V,7,V,7,V,10,V,22,V,34,V
08,Barcelona,019,Barcelona,004,8,2022,4,5,36,V,41,V,45,V,32,V,26,V,31,V,52,V,72,V,71,V,64,V,59,V,35,V,21,V,14,V,10,V,12,V,10,V,13,V,11,V,10,V,15,V,15,V,55,V,31,V
08,Barcelona,019,Barcelona,004,8,2022,4,6,68,V,63,V,41,V,41,V,35,V,37,V,54,V,74,V,72,V,65,V,65,V,89,V,56,V,41,V,20,V,18,V,15,V,24,V,19,V,44,V,80,V,46,V,49,V,85,V
08,Barcelona,019,Barcelona,004,8,2022,4,7,92,V,76,V,70,V,58,V,50,V,43,V,54,V,63,V,65,V,55,V,26,V,31,V,39,V,49,V,34,V,19,V,25,V,,N,,N,,N,,N,,N,,N,,N
08,Barcelona,019,Barcelona,042,8,2022,4,4,26,V,23,V,19,V,18,V,17,V,24,V,32,V,40,V,56,V,39,V,30,V,16,V,18,V,19,V,10,V,11,V,10,V,10,V,10,V,12,V,16,V,21,V,39,V,36,V
08,Barcelona,019,Barcelona,042,8,2022,4,5,36,V,27,V,16,V,18,V,18,V,35,V,47,V,77,V,81,V,72,V,61,V,57,V,31,V,30,V,19,V,18,V,14,V,11,V,23,V,34,V,31,V,25,V,23,V,23,V
08,Barcelona,019,Barcelona,042,8,2022,4,6,22,V,25,V,36,V,36,V,19,V,18,V,21,V,60,V,70,V,61,V,45,V,35,V,45,V,21,V,18,V,13,V,10,V,11,V,13,V,19,V,29,V,42,V,51,V,63,V
08,Barcelona,019,Barcelona,042,8,2022,4,7,37,V,32,V,25,V,45,V,39,V,52,V,23,V,57,V,59,V,42,V,12,V,20,V,28,V,16,V,11,V,9,V,10,V,,N,,N,,N,,N,,N,,N,,N
08,Barcelona,019,Barcelona,054,8,2022,4,4,53,V,16,V,11,V,9,V,6,V,10,V,16,V,26,V,28,V,24,V,27,V,11,V,8,V,14,V,12,V,9,V,8,V,9,V,8,V,10,V,15,V,27,V,33,V,30,V
08,Barcelona,019,Barcelona,054,8,2022,4,5,28,V,20,V,17,V,11,V,10,V,17,V,25,V,39,V,75,V,22,V,19,V,11,V,15,V,13,V,8,V,9,V,8,V,7,V,10,V,12,V,33,V,36,V,36,V,46,V
08,Barcelona,019,Barcelona,054,8,2022,4,6,23,V,25,V,24,V,9,V,13,V,15,V,22,V,76,V,79,V,53,V,25,V,59,V,26,V,16,V,16,V,11,V,10,V,8,V,9,V,17,V,33,V,30,V,48,V,55,V
08,Barcelona,019,Barcelona,054,8,2022,4,7,48,V,57,V,54,V,48,V,23,V,22,V,27,V,32,V,38,V,10,V,9,V,12,V,25,V,16,V,10,V,7,V,9,V,,N,,N,,N,,N,,N,,N,,N
08,Barcelona,019,Barcelona,050,12,2022,4,4,26,V,27,V,26,V,25,V,22,V,27,V,24,V,46,V,66,V,66,V,62,V,39,V,22,V,14,V,9,V,8,V,14,V,8,V,8,V,6,V,6,V,6,V,17,V,21,V
08,Barcelona,019,Barcelona,050,12,2022,4,5,45,V,47,V,30,V,28,V,22,V,22,V,32,V,88,V,138,V,119,V,66,V,83,V,26,V,13,V,8,V,10,V,7,V,7,V,6,V,26,V,26,V,28,V,31,V,22,V
08,Barcelona,019,Barcelona,050,12,2022,4,6,30,V,34,V,40,V,45,V,51,V,48,V,52,V,82,V,176,V,224,V,221,V,162,V,116,V,42,V,49,V,34,V,24,V,34,V,72,V,72,V,122,V,42,V,45,V,110,V
08,Barcelona,019,Barcelona,050,12,2022,4,7,83,V,37,V,51,V,75,V,70,V,52,V,62,V,85,V,182,V,52,V,25,V,72,V,152,V,109,V,43,V,43,V,31,V,,N,,N,,N,,N,,N,,N,,N
08,Barcelona,019,Barcelona,043,12,2022,4,4,45,V,44,V,43,V,22,V,22,V,28,V,45,V,129,V,173,V,114,V,84,V,55,V,55,V,46,V,37,V,45,V,48,V,55,V,48,V,58,V,55,V,58,V,71,V,57,V
08,Barcelona,019,Barcelona,043,12,2022,4,5,66,V,43,V,36,V,38,V,42,V,63,V,152,V,283,V,348,V,205,V,99,V,110,V,107,V,78,V,61,V,59,V,54,V,58,V,54,V,118,V,89,V,70,V,32,V,29,V
08,Barcelona,019,Barcelona,043,12,2022,4,6,33,V,46,V,49,V,36,V,27,V,25,V,75,V,203,V,218,V,195,V,179,V,136,V,148,V,92,V,91,V,59,V,67,V,51,V,76,V,68,V,59,V,70,V,96,V,110,V
08,Barcelona,019,Barcelona,043,12,2022,4,7,60,V,52,V,55,V,141,V,163,V,111,V,123,V,211,V,218,V,141,V,68,V,60,V,89,V,75,V,50,V,34,V,41,V,,N,,N,,N,,N,,N,,N,,N
08,Barcelona,019,Barcelona,044,12,2022,4,4,49,V,33,V,24,V,22,V,20,V,29,V,33,V,61,V,259,V,206,V,,N,,N,,N,,N,,N,,N,56,V,46,V,38,V,35,V,23,V,34,V,54,V,45,V
08,Barcelona,019,Barcelona,044,12,2022,4,5,44,V,35,V,23,V,21,V,19,V,23,V,51,V,108,V,271,V,90,V,67,V,107,V,76,V,55,V,37,V,37,V,43,V,38,V,48,V,73,V,87,V,68,V,36,V,31,V
08,Barcelona,019,Barcelona,044,12,2022,4,6,44,V,37,V,46,V,50,V,70,V,61,V,79,V,122,V,142,V,178,V,201,V,135,V,103,V,65,V,47,V,40,V,47,V,41,V,59,V,44,V,50,V,66,V,57,V,56,V
08,Barcelona,019,Barcelona,044,12,2022,4,7,53,V,35,V,52,V,80,V,58,V,66,V,70,V,137,V,84,V,65,V,34,V,61,V,69,V,59,V,45,V,51,V,36,V,,N,,N,,N,,N,,N,,N,,N
08,Barcelona,019,Barcelona,058,12,2022,4,4,3,V,7,V,3,V,3,V,2,V,3,V,3,V,4,V,4,V,5,V,8,V,8,V,7,V,14,V,13,V,9,V,8,V,8,V,9,V,7,V,8,V,10,V,7,V,9,V
08,Barcelona,019,Barcelona,058,12,2022,4,5,6,V,4,V,3,V,3,V,3,V,4,V,4,V,3,V,3,V,6,V,6,V,9,V,15,V,15,V,10,V,12,V,11,V,8,V,11,V,21,V,31,V,21,V,11,V,11,V
08,Barcelona,019,Barcelona,058,12,2022,4,6,5,V,21,V,7,V,4,V,4,V,4,V,6,V,8,V,8,V,,N,,N,,N,40,V,28,V,21,V,13,V,10,V,8,V,9,V,16,V,18,V,9,V,6,V,4,V
08,Barcelona,019,Barcelona,058,12,2022,4,7,5,V,5,V,8,V,9,V,4,V,3,V,3,V,4,V,5,V,6,V,6,V,16,V,27,V,17,V,8,V,3,V,8,V,,N,,N,,N,,N,,N,,N,,N
08,Barcelona,019,Barcelona,057,12,2022,4,4,28,V,21,V,10,V,9,V,11,V,18,V,13,V,45,V,87,V,40,V,21,V,11,V,11,V,18,V,13,V,13,V,9,V,9,V,8,V,12,V,14,V,19,V,24,V,34,V
08,Barcelona,019,Barcelona,057,12,2022,4,5,23,V,13,V,9,V,8,V,7,V,6,V,12,V,36,V,207,V,22,V,61,V,58,V,30,V,24,V,19,V,20,V,13,V,15,V,21,V,27,V,36,V,32,V,24,V,17,V
08,Barcelona,019,Barcelona,057,12,2022,4,6,23,V,40,V,39,V,28,V,15,V,10,V,16,V,68,V,77,V,65,V,61,V,35,V,,N,,N,,N,,N,11,V,12,V,14,V,20,V,35,V,48,V,40,V,53,V
08,Barcelona,019,Barcelona,057,12,2022,4,7,67,V,75,V,32,V,29,V,29,V,28,V,26,V,51,V,88,V,13,V,12,V,23,V,32,V,16,V,14,V,8,V,15,V,,N,,N,,N,,N,,N,,N,,N
08,Barcelona,019,Barcelona,004,12,2022,4,4,37,V,29,V,25,V,32,V,25,V,34,V,54,V,70,V,82,V,98,V,85,V,59,V,23,V,14,V,13,V,12,V,11,V,11,V,14,V,8,V,8,V,11,V,23,V,35,V
08,Barcelona,019,Barcelona,004,12,2022,4,5,36,V,43,V,47,V,33,V,27,V,32,V,57,V,108,V,135,V,135,V,97,V,48,V,29,V,18,V,13,V,15,V,13,V,16,V,13,V,11,V,16,V,16,V,57,V,32,V
08,Barcelona,019,Barcelona,004,12,2022,4,6,70,V,67,V,42,V,42,V,35,V,40,V,58,V,111,V,150,V,125,V,118,V,146,V,86,V,55,V,24,V,22,V,18,V,29,V,22,V,48,V,88,V,48,V,50,V,90,V
08,Barcelona,019,Barcelona,004,12,2022,4,7,101,V,84,V,85,V,62,V,51,V,45,V,61,V,106,V,188,V,152,V,39,V,49,V,66,V,78,V,46,V,26,V,33,V,,N,,N,,N,,N,,N,,N,,N
08,Barcelona,019,Barcelona,042,12,2022,4,4,27,V,23,V,19,V,19,V,17,V,24,V,32,V,44,V,69,V,48,V,38,V,21,V,24,V,25,V,14,V,14,V,13,V,14,V,12,V,14,V,17,V,22,V,41,V,38,V
08,Barcelona,019,Barcelona,042,12,2022,4,5,40,V,28,V,16,V,20,V,18,V,35,V,49,V,109,V,145,V,103,V,87,V,79,V,41,V,39,V,24,V,22,V,16,V,14,V,26,V,37,V,33,V,26,V,24,V,23,V
08,Barcelona,019,Barcelona,042,12,2022,4,6,24,V,26,V,37,V,37,V,20,V,18,V,22,V,67,V,97,V,82,V,59,V,44,V,57,V,26,V,22,V,17,V,13,V,16,V,15,V,21,V,30,V,43,V,52,V,64,V
08,Barcelona,019,Barcelona,042,12,2022,4,7,38,V,34,V,25,V,47,V,39,V,54,V,26,V,74,V,91,V,67,V,17,V,29,V,41,V,21,V,15,V,13,V,13,V,,N,,N,,N,,N,,N,,N,,N
08,Barcelona,019,Barcelona,054,12,2022,4,4,65,V,16,V,12,V,9,V,6,V,10,V,18,V,35,V,36,V,32,V,37,V,17,V,11,V,18,V,16,V,11,V,10,V,11,V,9,V,10,V,16,V,30,V,37,V,32,V
08,Barcelona,019,Barcelona,054,12,2022,4,5,29,V,20,V,18,V,12,V,11,V,18,V,26,V,41,V,142,V,30,V,26,V,14,V,20,V,18,V,10,V,11,V,9,V,8,V,10,V,13,V,34,V,37,V,37,V,51,V
08,Barcelona,019,Barcelona,054,12,2022,4,6,24,V,26,V,24,V,10,V,13,V,15,V,23,V,106,V,153,V,83,V,32,V,90,V,35,V,21,V,19,V,14,V,12,V,9,V,10,V,17,V,33,V,30,V,51,V,57,V
08,Barcelona,019,Barcelona,054,12,2022,4,7,52,V,60,V,64,V,56,V,24,V,24,V,29,V,41,V,71,V,14,V,13,V,17,V,39,V,22,V,12,V,9,V,12,V,,N,,N,,N,,N,,N,,N,,N
08,Barcelona,019,Barcelona,050,14,2022,4,4,55,V,54,V,44,V,41,V,49,V,46,V,45,V,23,V,21,V,27,V,34,V,58,V,73,V,83,V,89,V,92,V,89,V,91,V,90,V,93,V,93,V,92,V,78,V,70,V
08,Barcelona,019,Barcelona,050,14,2022,4,5,42,V,38,V,51,V,55,V,55,V,62,V,55,V,13,V,10,V,21,V,50,V,69,V,78,V,91,V,98,V,96,V,100,V,99,V,99,V,82,V,75,V,72,V,72,V,79,V
08,Barcelona,019,Barcelona,050,14,2022,4,6,65,V,54,V,33,V,23,V,14,V,15,V,20,V,7,V,2,V,4,V,11,V,20,V,55,V,81,V,82,V,95,V,98,V,89,V,71,V,61,V,28,V,69,V,59,V,16,V
08,Barcelona,019,Barcelona,050,14,2022,4,7,22,V,41,V,12,V,1,V,2,V,19,V,12,V,1,V,3,V,38,V,58,V,42,V,24,V,35,V,68,V,74,V,78,V,,N,,N,,N,,N,,N,,N,,N
08,Barcelona,019,Barcelona,043,14,2022,4,4,55,V,51,V,37,V,53,V,50,V,45,V,41,V,17,V,10,V,22,V,33,V,65,V,67,V,76,V,84,V,85,V,81,V,78,V,80,V,74,V,73,V,64,V,51,V,49,V
08,Barcelona,019,Barcelona,043,14,2022,4,5,39,V,48,V,60,V,60,V,59,V,40,V,8,V,2,V,3,V,23,V,52,V,50,V,57,V,73,V,82,V,84,V,88,V,84,V,80,V,45,V,48,V,52,V,73,V,72,V
08,Barcelona,019,Barcelona,043,14,2022,4,6,67,V,49,V,40,V,58,V,70,V,74,V,31,V,5,V,4,V,8,V,17,V,34,V,44,V,64,V,70,V,85,V,84,V,86,V,76,V,81,V,69,V,50,V,29,V,19,V
08,Barcelona,019,Barcelona,043,14,2022,4,7,49,V,47,V,36,V,3,V,4,V,3,V,5,V,3,V,4,V,12,V,35,V,37,V,38,V,54,V,64,V,74,V,77,V,,N,,N,,N,,N,,N,,N,,N
08,Barcelona,019,Barcelona,044,14,2022,4,4,46,V,48,V,45,V,49,V,50,V,44,V,43,V,29,V,10,V,17,V,,N,,N,,N,,N,,N,,N,73,V,75,V,76,V,75,V,81,V,67,V,46,V,47,V
08,Barcelona,019,Barcelona,044,14,2022,4,5,42,V,55,V,63,V,64,V,67,V,67,V,46,V,19,V,5,V,41,V,57,V,43,V,52,V,70,V,78,V,76,V,83,V,83,V,76,V,52,V,35,V,45,V,66,V,67,V
08,Barcelona,019,Barcelona,044,14,2022,4,6,50,V,55,V,42,V,40,V,20,V,22,V,20,V,12,V,7,V,9,V,13,V,21,V,46,V,61,V,70,V,75,V,79,V,78,V,72,V,81,V,66,V,46,V,49,V,47,V
08,Barcelona,019,Barcelona,044,14,2022,4,7,49,V,58,V,34,V,13,V,27,V,13,V,11,V,2,V,16,V,31,V,46,V,32,V,33,V,46,V,61,V,68,V,70,V,,N,,N,,N,,N,,N,,N,,N
08,Barcelona,019,Barcelona,058,14,2022,4,4,90,V,77,V,82,V,85,V,87,V,85,V,85,V,81,V,78,V,72,V,73,V,78,V,81,V,78,V,79,V,86,V,87,V,88,V,86,V,88,V,86,V,83,V,83,V,79,V
08,Barcelona,019,Barcelona,058,14,2022,4,5,85,V,92,V,93,V,95,V,95,V,94,V,94,V,96,V,94,V,89,V,87,V,85,V,85,V,85,V,91,V,90,V,92,V,95,V,91,V,80,V,68,V,75,V,87,V,88,V
08,Barcelona,019,Barcelona,058,14,2022,4,6,94,V,78,V,96,V,101,V,104,V,99,V,93,V,90,V,90,V,,N,,N,,N,66,V,79,V,86,V,94,V,102,V,100,V,98,V,96,V,91,V,97,V,99,V,101,V
08,Barcelona,019,Barcelona,058,14,2022,4,7,98,V,94,V,89,V,85,V,78,V,64,V,64,V,56,V,52,V,55,V,59,V,57,V,56,V,74,V,83,V,87,V,87,V,,N,,N,,N,,N,,N,,N,,N
08,Barcelona,019,Barcelona,057,14,2022,4,4,52,V,61,V,64,V,58,V,56,V,47,V,55,V,30,V,16,V,45,V,64,V,77,V,77,V,75,V,82,V,85,V,87,V,88,V,90,V,87,V,85,V,76,V,68,V,54,V
08,Barcelona,019,Barcelona,057,14,2022,4,5,60,V,77,V,87,V,85,V,87,V,90,V,85,V,61,V,20,V,70,V,47,V,54,V,77,V,79,V,83,V,85,V,91,V,89,V,83,V,79,V,66,V,71,V,74,V,80,V
08,Barcelona,019,Barcelona,057,14,2022,4,6,63,V,40,V,45,V,56,V,73,V,82,V,73,V,24,V,27,V,29,V,47,V,62,V,,N,,N,,N,,N,104,V,98,V,100,V,98,V,73,V,54,V,55,V,39,V
